issue,platform_printed,platform_tag,name,pages
416,NINTENDO 3DS,3DS,超速変形ジャイロゼッター アルバロスの翼,30
416,NINTENDO 3DS,3DS,走出戶外 動物之森,78
416,NINTENDO 3DS,3DS,奇幻生活,88
416,NINTENDO 3DS,3DS,七龍珠群英 終極任務,96
416,NINTENDO 3DS,3DS,DRAGON QUEST VII,104
416,Wii U,Wii U,魔物獵人3G HD版,72
416,Wii U,Wii U,DRAGON QUEST X,80
416,Wii,Wii,DRAGON QUEST X,80
416,PlayStation3,PS3,METAL GEAR RISING REVENGEANCE,36
416,PlayStation3,PS3,真・北斗無雙,41
416,PlayStation3,PS3,人中之龍5 夢與實踐者,64
416,PlayStation3,PS3,惡靈古堡6,76
416,PlayStation3,PS3,未完成的天鵝,94
416,PlayStation3,PS3,賽馬大亨7 2013,97
416,Xbox 360,Xbox 360,METAL GEAR RISING REVENGEANCE,36
416,Xbox 360,Xbox 360,真・北斗無雙,41
416,Xbox 360,Xbox 360,惡靈古堡6,76
420,PlayStation Portable,PSP,迷宮旅人2 王立圖書館與魔物封印,52
420,PlayStation Portable,PSP,百物語 ～怪談羅曼史～,103
420,PlayStation Portable,PSP,噬神戰士2,114
420,PlayStation Portable,PSP,光明之舟,118
420,PlayStation Portable,PSP,Fate/EXTRA CCC,120
420,PlayStation Vita,PS Vita,魔眼凝望,56
420,PlayStation Vita,PS Vita,極限凸騎 怪物卡片對決,60
420,PlayStation Vita,PS Vita,網路夢幻之星2,74
420,PlayStation Vita,PS Vita,When Vikings Attack!,96
420,PlayStation Vita,PS Vita,忍者外傳Σ2 PLUS,104
420,PlayStation Vita,PS Vita,生死格鬥5+,106
420,PlayStation Vita,PS Vita,噬神戰士2,114
420,PlayStation Vita,PS Vita,閃亂神樂 忍者對決,122
420,NINTENDO 3DS,3DS,閃電十一人GO2 時之石 熱風版,78
420,NINTENDO 3DS,3DS,閃電十一人GO2 時之石 雷鳴版,78
420,NINTENDO 3DS,3DS,走出戶外 動物之森,81
420,NINTENDO 3DS,3DS,妖怪手錶,98
420,NINTENDO 3DS,3DS,柏青哥天堂3D 豪華海物語 ～職業柏青哥風雲錄・花 孤島上的賭徒們～,102
420,NINTENDO 3DS,3DS,七龍珠群英 終極任務,103
420,NINTENDO 3DS,3DS,海王,103
420,NINTENDO 3DS,3DS,@SIMPLE DL系列 Vol.7 THE 劈腿男友 ～人贓俱獲～,103
420,NINTENDO 3DS,3DS,路易吉的鬼屋2,108
420,NINTENDO 3DS,3DS,DRAGON QUEST VII,112
420,Wii,Wii,閃電十一人GO 足球前鋒 2013,80
420,Wii,Wii,DRAGON QUEST X,82
420,Wii U,Wii U,魔物獵人3G HD版,76
420,Wii U,Wii U,DRAGON QUEST X,82
420,PlayStation3,PS3,殺手不再,2
420,PlayStation3,PS3,神明與命運革新的悖論,45
420,PlayStation3,PS3,DMC 惡魔獵人,63
420,PlayStation3,PS3,地底探險收藏集,85
420,PlayStation3,PS3,When Vikings Attack!,96
420,PlayStation3,PS3,METAL GEAR RISING REVENGEANCE,100
420,Xbox 360,Xbox 360,殺手不再,2
420,Xbox 360,Xbox 360,DMC 惡魔獵人,63
420,Xbox 360,Xbox 360,METAL GEAR RISING REVENGEANCE,100
420,ARCADE,Arcade,機動戰士鋼彈 極限VS. 全力推進,94
420,ARCADE,Arcade,機動戰士鋼彈 戰場羈絆,95
420,iOS,iOS,數碼寶貝十字軍,30
420,iOS,iOS,Guilty Dragon 罪龍與八項詛咒,32
420,iOS,iOS,辟邪除妖 戰亂魔塔,34
420,iOS,iOS,鋼彈戰區,36
420,iOS,iOS,鋼彈卡片戰鬥者,38
420,iOS,iOS,SEVEN 千年戰爭 第2季,40
420,iOS,iOS,假面騎士 騎士交鋒,42
420,iOS,iOS,網路夢幻之星2,74
420,Android,Android,Guilty Dragon 罪龍與八項詛咒,32
420,Android,Android,鋼彈卡片戰鬥者,38
420,Android,Android,假面騎士 騎士交鋒,42
420,Android,Android,網路夢幻之星2,74
420,Personal Computer,PC,DMC 惡魔獵人,63
420,Personal Computer,PC,網路夢幻之星2,74
421,PlayStation Portable,PSP,超人力霸王 全明星編年史,114
421,PlayStation Portable,PSP,遙遠時空～八葉抄～,115
421,PlayStation Portable,PSP,暴風情人2nd,115
421,PlayStation Portable,PSP,下天之華,115
421,PlayStation Portable,PSP,ROBOT魂大戰,116
421,PlayStation Portable,PSP,七龍傳說2020-II,124
421,PlayStation Portable,PSP,光明之舟,126
421,PlayStation Portable,PSP,噬神戰士2,136
421,PlayStation Vita,PS Vita,襲來！美少女邪神,16
421,PlayStation Vita,PS Vita,～聖魔導物語～,106
421,PlayStation Vita,PS Vita,Smart As…,114
421,PlayStation Vita,PS Vita,靈魂祭品,122
421,PlayStation Vita,PS Vita,噬神戰士2,136
421,NINTENDO 3DS,3DS,走出戶外 動物之森,83
421,NINTENDO 3DS,3DS,雷頓教授與超文明A的遺產,102
421,NINTENDO 3DS,3DS,路易吉的鬼屋2,120
421,Wii,Wii,DRAGON QUEST X,80
421,Wii,Wii,光之美少女群星會 舞蹈大集合,114
421,Wii U,Wii U,惡靈古堡 真相 UNVEILED EDITION,10
421,Wii U,Wii U,DRAGON QUEST X,80
421,Wii U,Wii U,魔物獵人3G HD版,84
421,PlayStation3,PS3,惡靈古堡 真相 UNVEILED EDITION,10
421,PlayStation3,PS3,雷光歸來 FINAL FANTASY XIII,32
421,PlayStation3,PS3,殺手不再,40
421,PlayStation3,PS3,GOD OF WAR: ASCENSION,44
421,PlayStation3,PS3,神明與命運革新的悖論,65
421,PlayStation3,PS3,DMC 惡魔獵人,72
421,PlayStation3,PS3,HITMAN ABSOLUTION,76
421,PlayStation3,PS3,METAL GEAR RISING REVENGEANCE,86
421,PlayStation3,PS3,真・三國無雙7,92
421,PlayStation3,PS3,KINGDOM HEARTS HD 1.5 ReMIX,98
421,PlayStation3,PS3,魔界戰記D2,108
421,PlayStation3,PS3,生化奇兵 無限之城,110
421,PlayStation3,PS3,魔域幽靈 復生,113
421,PlayStation3,PS3,假面騎士大戰,115
421,PlayStation3,PS3,火影忍者 疾風傳 終極風暴3,118
421,PlayStation3,PS3,初音未來 -名伶計畫- F,128
421,PlayStation3,PS3,超時空要塞30 ～連繫銀河的歌聲～,130
421,PlayStation3,PS3,龍族教義：黑暗覺者,132
421,Xbox 360,Xbox 360,惡靈古堡 真相 UNVEILED EDITION,10
421,Xbox 360,Xbox 360,戰爭機器：審判,27
421,Xbox 360,Xbox 360,雷光歸來 FINAL FANTASY XIII,32
421,Xbox 360,Xbox 360,殺手不再,40
421,Xbox 360,Xbox 360,DMC 惡魔獵人,72
421,Xbox 360,Xbox 360,HITMAN ABSOLUTION,76
421,Xbox 360,Xbox 360,METAL GEAR RISING REVENGEANCE,86
421,Xbox 360,Xbox 360,生化奇兵 無限之城,110
421,Xbox 360,Xbox 360,魔域幽靈 復生,113
421,Xbox 360,Xbox 360,火影忍者 疾風傳 終極風暴3,118
421,Xbox 360,Xbox 360,龍族教義：黑暗覺者,132
421,Personal Computer,PC,DMC 惡魔獵人,72
421,Personal Computer,PC,HITMAN ABSOLUTION,76
423,PlayStation Portable,PSP,討鬼傳,10
423,PlayStation Portable,PSP,ROBOT魂大戰,50
423,PlayStation Portable,PSP,光明之舟,80
423,PlayStation Portable,PSP,賽馬大亨7 2013,86
423,PlayStation Portable,PSP,辟邪除妖 帝國記III ～霸王系譜～,87
423,PlayStation Portable,PSP,裏語 薄櫻鬼,87
423,PlayStation Portable,PSP,O＊G＊A 捉迷藏大混戰 獵人孤島之戀,87
423,PlayStation Vita,PS Vita,討鬼傳,10
423,PlayStation Vita,PS Vita,武士鬥惡龍,62
423,PlayStation Vita,PS Vita,～聖魔導物語～,84
423,PlayStation Vita,PS Vita,闇魂獻祭,90
423,PlayStation Vita,PS Vita,戀曲寫真 Kiss,94
423,PlayStation Vita,PS Vita,心靈傳奇R,98
423,NINTENDO 3DS,3DS,雷頓教授與超文明A的遺產,46
423,NINTENDO 3DS,3DS,走出戶外 動物之森,52
423,NINTENDO 3DS,3DS,DRAGON QUEST VII,53
423,NINTENDO 3DS,3DS,普及教學 算盤・心算・快閃心算,87
423,Wii,Wii,DRAGON QUEST X,60
423,Wii U,Wii U,DRAGON QUEST X,60
423,PlayStation3,PS3,CAPCOM大型電玩聚寶盒 懷舊遊戲收藏集,16
423,PlayStation3,PS3,METAL GEAR RISING REVENGEANCE,40
423,PlayStation3,PS3,生化奇兵 無限之城,74
423,PlayStation3,PS3,GOD OF WAR: ASCENSION,76
423,PlayStation3,PS3,真・三國無雙7,78
423,PlayStation3,PS3,魔界戰記D2,82
423,PlayStation3,PS3,賽馬大亨7 2013,86
423,PlayStation3,PS3,SKULLGIRLS,87
423,PlayStation3,PS3,忍者外傳3 剃刀之劍,87
423,PlayStation3,PS3,地球防衛軍4,88
423,PlayStation3,PS3,龍族教義：黑暗覺者,100
423,PlayStation3,PS3,JOJO的奇妙冒險 群星混戰,104
423,Xbox 360,Xbox 360,CAPCOM大型電玩聚寶盒 懷舊遊戲收藏集,16
423,Xbox 360,Xbox 360,METAL GEAR RISING REVENGEANCE,40
423,Xbox 360,Xbox 360,生化奇兵 無限之城,74
423,Xbox 360,Xbox 360,忍者外傳3 剃刀之劍,87
423,Xbox 360,Xbox 360,地球防衛軍4,88
423,Xbox 360,Xbox 360,龍族教義：黑暗覺者,100
423,ARCADE,Arcade,光明與黑暗續戰篇 縱橫天界,72
423,Personal Computer,PC,生化奇兵 無限之城,74
425,PlayStation Portable,PSP,光明之舟,26
425,PlayStation Portable,PSP,七龍傳說2020-II,42
425,PlayStation Portable,PSP,迷宮旅人2 王立圖書館與魔物封印,86
425,PlayStation Vita,PS Vita,英靈殿騎士3,22
425,PlayStation Vita,PS Vita,武士鬥惡龍,46
425,PlayStation Vita,PS Vita,閃亂神樂 忍者對決,75
425,PlayStation Vita,PS Vita,闇魂獻祭,123
425,PlayStation Vita,PS Vita,航海王 海賊無雙2,134
425,NINTENDO 3DS,3DS,雷頓教授與超文明A的遺產,50
425,NINTENDO 3DS,3DS,DRAGON QUEST VII,67
425,NINTENDO 3DS,3DS,走出戶外 動物之森,88
425,Wii,Wii,DRAGON QUEST X,73
425,Wii U,Wii U,DRAGON QUEST X,73
425,PlayStation3,PS3,Terraria,10
425,PlayStation3,PS3,初音未來 -名伶計畫- F,38
425,PlayStation3,PS3,真・三國無雙7,55
425,PlayStation3,PS3,KINGDOM HEARTS HD 1.5 ReMIX,98
425,PlayStation3,PS3,GOD OF WAR: ASCENSION,106
425,PlayStation3,PS3,FINAL FANTASY XIV: A REALM REBORN,110
425,PlayStation3,PS3,魔界戰記D2,118
425,PlayStation3,PS3,超級英雄 武力對決,132
425,PlayStation3,PS3,忍者外傳3 剃刀之劍,133
425,PlayStation3,PS3,航海王 海賊無雙2,134
425,Xbox 360,Xbox 360,FINAL FANTASY XI Seekers of Adoulin,114
425,Xbox 360,Xbox 360,戰爭機器：審判,116
425,Xbox 360,Xbox 360,超級英雄 武力對決,132
425,Xbox 360,Xbox 360,忍者外傳3 剃刀之劍,133
425,PlayStation2,PS2,FINAL FANTASY XI Seekers of Adoulin,114
425,iOS,iOS,Shadow Escaper,12
425,iOS,iOS,惡魔結社,44
425,Android,Android,Shadow Escaper,12
425,Personal Computer,PC,FINAL FANTASY XIV: A REALM REBORN,110
425,Personal Computer,PC,FINAL FANTASY XI Seekers of Adoulin,114
429,PlayStation Portable,PSP,迷宮旅人2 王立圖書館與魔物封印,86
429,PlayStation Portable,PSP,白華之檻 緋色的碎片4 四季之詩,113
429,PlayStation Portable,PSP,噬神戰士2,118
429,PlayStation Vita,PS Vita,FINAL FANTASY X／X-2 HD Remaster,4
429,PlayStation Vita,PS Vita,英雄傳說 閃之軌跡,46
429,PlayStation Vita,PS Vita,～聖魔導物語～,55
429,PlayStation Vita,PS Vita,闇魂獻祭,74
429,PlayStation Vita,PS Vita,噬神戰士2,118
429,NINTENDO 3DS,3DS,惡魔求生者2 突破紀錄,26
429,NINTENDO 3DS,3DS,新・世界樹迷宮 千年王國的少女,32
429,NINTENDO 3DS,3DS,路易吉的鬼屋2,78
429,NINTENDO 3DS,3DS,DRAGON QUEST VII,94
429,NINTENDO 3DS,3DS,走出戶外 動物之森,97
429,NINTENDO 3DS,3DS,@SIMPLE DL系列 Vol.10 THE 劈腿男友 ～聖誕節中止通知～,113
429,Wii,Wii,DRAGON QUEST X,92
429,Wii U,Wii U,DRAGON QUEST X,92
429,Wii U,Wii U,魔物獵人3G HD版,104
429,PlayStation3,PS3,FINAL FANTASY X／X-2 HD Remaster,4
429,PlayStation3,PS3,鍊金術士愛絲卡＆羅吉 ～黃昏天空的鍊金術士～,12
429,PlayStation3,PS3,DRAG-ON DRAGOON 3,38
429,PlayStation3,PS3,殺手不再,42
429,PlayStation3,PS3,英雄傳說 閃之軌跡,46
429,PlayStation3,PS3,生化奇兵：無限之城,52
429,PlayStation3,PS3,魔界戰記D2,64
429,PlayStation3,PS3,METAL GEAR RISING REVENGEANCE,82
429,PlayStation3,PS3,死亡之島 激流,106
429,PlayStation3,PS3,戰慄深隧 最後曙光,108
429,PlayStation3,PS3,極速房車賽：街頭賽車2,110
429,PlayStation3,PS3,「被狙擊的學園」電影版動畫＆完全版資料集 複合碟,112
429,PlayStation3,PS3,上古爭霸,113
429,PlayStation3,PS3,超級英雄 武力對決,114
429,PlayStation3,PS3,火影忍者 疾風傳 終極風暴3,116
429,PlayStation3,PS3,JOJO的奇妙冒險 群星混戰,120
429,Xbox 360,Xbox 360,殺手不再,42
429,Xbox 360,Xbox 360,生化奇兵：無限之城,52
429,Xbox 360,Xbox 360,METAL GEAR RISING REVENGEANCE,82
429,Xbox 360,Xbox 360,死亡之島 激流,106
429,Xbox 360,Xbox 360,戰慄深隧 最後曙光,108
429,Xbox 360,Xbox 360,極速房車賽：街頭賽車2,110
429,Xbox 360,Xbox 360,超級英雄 武力對決,114
429,Xbox 360,Xbox 360,火影忍者 疾風傳 終極風暴3,116
429,Personal Computer,PC,KINGDOM HEARTS x,10
429,Personal Computer,PC,生化奇兵：無限之城,52
438,PlayStation Portable,PSP,討鬼傳,44
438,PlayStation Portable,PSP,噬神戰士2,110
438,PlayStation Vita,PS Vita,龍族教義：無盡任務,13
438,PlayStation Vita,PS Vita,討鬼傳,44
438,PlayStation Vita,PS Vita,果然我的青春戀愛喜劇搞錯了,96
438,PlayStation Vita,PS Vita,三國志12 with 威力加強版,98
438,PlayStation Vita,PS Vita,仙境傳說 奧德賽 ACE,102
438,PlayStation Vita,PS Vita,噬神戰士2,110
438,PlayStation Vita,PS Vita,超級機器人大戰OG傳奇 魔裝機神III,112
438,NINTENDO 3DS,3DS,妖怪手錶,50
438,NINTENDO 3DS,3DS,新・世界樹迷宮 千年王國的少女,54
438,NINTENDO 3DS,3DS,真・女神轉生IV,70
438,NINTENDO 3DS,3DS,走出戶外 動物之森,82
438,NINTENDO 3DS,3DS,超速変形ジャイロゼッター アルバロスの翼,89
438,NINTENDO 3DS,3DS,逆轉裁判5,106
438,Wii U,Wii U,三國志12 with 威力加強版,98
438,PlayStation3,PS3,德軍總部：新秩序,18
438,PlayStation3,PS3,機戰傭兵 VERDICT DAY,58
438,PlayStation3,PS3,地球防衛軍4,62
438,PlayStation3,PS3,木偶歷險記,66
438,PlayStation3,PS3,rain,92
438,PlayStation3,PS3,魔女與百騎兵,94
438,PlayStation3,PS3,三國志12 with 威力加強版,98
438,PlayStation3,PS3,真・三國無雙 Online Z,100
438,PlayStation3,PS3,信長之野望Online ～天下夢幻之章～,101
438,PlayStation3,PS3,仙境傳說 奧德賽 ACE,102
438,PlayStation3,PS3,狙擊之王：幽靈戰士2（日文版）,104
438,PlayStation3,PS3,超級機器人大戰OG傳奇 魔裝機神III,112
438,PlayStation3,PS3,JOJO的奇妙冒險 群星混戰,116
438,PlayStation3,PS3,失落的星球3,118
438,PlayStation4,PS4,德軍總部：新秩序,18
438,Xbox 360,Xbox 360,德軍總部：新秩序,18
438,Xbox 360,Xbox 360,機戰傭兵 VERDICT DAY,58
438,Xbox 360,Xbox 360,地球防衛軍4,62
438,Xbox 360,Xbox 360,狙擊之王：幽靈戰士2（日文版）,104
438,Xbox 360,Xbox 360,失落的星球3,118
438,Xbox One,Xbox One,德軍總部：新秩序,18
438,iOS,iOS,模擬職棒,84
438,iOS,iOS,BLITZ BRIGADE,85
438,Android,Android,BLITZ BRIGADE,85
438,Personal Computer,PC,德軍總部：新秩序,18
